ID,CITY,STATE,LAT_N,LONG_W
181,City181,GA,63.319236,-126.343124
182,City182,CA,57.948594,-117.381517
183,City183,NY,28.205977,-90.129958
184,City184,IL,20.040174,-70.462587
185,City185,TX,79.746178,-92.995627
186,City186,TX,60.981912,-80.197133
187,City187,TX,77.398463,-126.996769
188,City188,MI,22.990875,-110.42944
189,City189,TX,69.935411,-125.856333
190,City190,IL,70.062412,-94.421704
191,City191,CA,49.220304,-114.82911
192,City192,OH,22.765299,-82.184925
193,City193,GA,59.223222,-72.598278
194,City194,IL,69.863803,-98.004363
195,City195,NC,41.011049,-108.971364
196,City196,IL,27.541978,-95.606443
197,City197,IL,46.267567,-83.778954
198,City198,NC,67.383259,-112.770272
199,City199,MI,22.983389,-118.750011
200,City200,IL,65.879901,-74.048891
201,City201,GA,57.008839,-101.635349
202,City202,NY,59.66587,-90.028036
203,City203,IL,61.619294,-108.587715
204,City204,TX,28.580044,-123.911576
205,City205,GA,74.647277,-121.315632
206,City206,NY,21.112915,-115.783002
207,City207,IL,73.74576,-118.479126
208,City208,IL,40.914375,-104.195049
209,City209,CA,57.636726,-119.549991
210,City210,MI,32.557076,-100.982005
211,City211,NC,45.257073,-117.183266
212,City212,CA,25.866042,-74.563601
213,City213,MI,28.559709,-114.096589
214,City214,TX,28.166638,-107.601788
215,City215,IL,37.87228,-118.686903
216,City216,GA,65.521738,-115.449444
217,City217,TX,41.194551,-104.556068
218,City218,NC,72.376022,-70.029654
219,City219,CA,64.632536,-116.170292
220,City220,NC,74.92581,-113.632897
221,City221,NC,55.787783,-98.41974
222,City222,TX,74.314445,-123.463308
223,City223,OH,55.653741,-95.577439
224,City224,MI,27.83362,-99.050886
225,City225,IL,69.244959,-77.648732
226,City226,FL,43.297136,-107.835488
227,City227,FL,23.493879,-99.622026
228,City228,OH,52.132158,-95.401499
229,City229,PA,27.765534,-85.492314
230,City230,CA,74.000991,-127.537112
231,City231,NY,69.506562,-127.789687
232,City232,CA,79.020196,-113.436368
233,City233,GA,77.043149,-101.405959
234,City234,FL,60.678289,-118.185572
235,City235,TX,48.258692,-76.475466
236,City236,TX,61.141312,-127.55471
237,City237,MI,35.997712,-119.272425
238,City238,TX,75.579191,-70.611079
239,City239,PA,27.834505,-83.546684
240,City240,MI,47.861415,-120.1871
241,City241,OH,71.825886,-122.445469
242,City242,TX,31.394211,-70.891734
243,City243,CA,65.040768,-90.462629
244,City244,NC,38.93507,-97.949096
245,City245,MI,30.438859,-92.051239
246,City246,OH,53.764668,-94.694036
247,City247,PA,30.330812,-74.209489
248,City248,OH,51.808461,-94.237352
249,City249,IL,67.730895,-70.149983
250,City250,IL,52.472168,-100.415417
251,City251,CA,27.553863,-104.41176
252,City252,CA,72.027369,-100.71932
253,City253,OH,55.388907,-123.680658
254,City254,MI,64.58041,-70.470795
255,City255,CA,29.734726,-99.299257
256,City256,IL,57.19463,-86.071829
257,City257,NY,45.10477,-107.44696
258,City258,MI,37.201425,-96.669205
259,City259,NC,32.739966,-129.041213
260,City260,GA,75.394663,-84.799154
261,City261,CA,48.389184,-84.020138
262,City262,PA,67.132169,-81.715569
263,City263,TX,66.612215,-99.362917
264,City264,OH,46.995932,-94.983222
265,City265,OH,41.773673,-128.253209
266,City266,FL,25.149791,-80.524601
267,City267,NC,48.946448,-124.590512
268,City268,IL,76.292676,-116.665812
269,City269,FL,28.020289,-109.841503
270,City270,PA,52.693167,-110.392919
271,City271,NY,68.420903,-102.275273
272,City272,NY,23.872971,-127.868283
273,City273,CA,22.383069,-117.664082
274,City274,NC,45.166072,-91.988078
275,City275,NY,39.769816,-91.596595
276,City276,OH,29.813765,-104.024388
277,City277,NY,63.928667,-95.888047
278,City278,TX,42.865674,-105.733925
279,City279,TX,46.723099,-77.943154
280,City280,NY,57.910651,-102.095412
281,City281,FL,48.550218,-71.139853
282,City282,GA,26.091562,-94.653497
283,City283,TX,32.115875,-99.701663
284,City284,NY,77.822926,-102.962367
285,City285,CA,44.368669,-104.191479
286,City286,MI,66.103513,-86.207887
287,City287,TX,61.393673,-118.447048
288,City288,OH,48.750056,-82.534275
289,City289,CA,25.636275,-77.645885
290,City290,MI,56.200794,-85.134809
291,City291,FL,70.85986,-102.948941
292,City292,IL,76.054326,-71.468118
293,City293,MI,57.263372,-103.385555
294,City294,MI,74.836976,-100.283405
295,City295,CA,55.590774,-82.595013
296,City296,CA,77.766873,-101.099251
297,City297,IL,28.008921,-112.974326
298,City298,GA,47.554992,-119.198322
299,City299,TX,68.329769,-114.058233
300,City300,FL,63.653238,-82.999909
301,City301,NY,57.597785,-98.045403
302,City302,NC,76.264522,-125.441006
303,City303,FL,64.799807,-111.94099
304,City304,FL,74.426904,-125.881749
305,City305,NY,72.80063,-114.880084
306,City306,OH,50.941119,-70.515311
307,City307,MI,47.657541,-108.504779
308,City308,IL,30.032086,-116.456839
309,City309,NC,33.555037,-111.543306
310,City310,MI,78.088234,-118.672729
311,City311,OH,24.382947,-94.775224
312,City312,PA,20.693693,-102.692788
313,City313,OH,70.844012,-120.080341
314,City314,OH,48.215143,-109.814565
315,City315,MI,79.753497,-80.885235
316,City316,OH,27.475072,-105.261394
317,City317,NY,47.041899,-127.206392
318,City318,CA,51.963999,-96.182078
319,City319,FL,70.007828,-107.696062
320,City320,NY,48.116443,-88.608701
321,City321,GA,75.68575,-96.809741
322,City322,NC,29.101134,-121.775955
323,City323,TX,77.350272,-112.266933
324,City324,NC,32.329309,-122.844319
325,City325,OH,30.655519,-102.021862
326,City326,CA,54.3005,-110.117229
327,City327,NC,32.384024,-111.772099
328,City328,MI,54.119504,-125.418901
329,City329,IL,35.013679,-121.708169
330,City330,NC,40.110043,-102.831112
331,City331,OH,26.01493,-129.371759
332,City332,TX,74.671527,-87.089809
333,City333,GA,62.753773,-76.897097
334,City334,IL,69.22659,-84.487212
335,City335,CA,76.73685,-97.031545
336,City336,MI,55.586421,-115.35042
337,City337,NY,52.511505,-92.010404
338,City338,GA,77.559591,-92.678883
339,City339,PA,34.903832,-78.2318
340,City340,MI,73.610819,-91.968259
341,City341,GA,53.495926,-122.142038
342,City342,PA,71.719403,-83.366266
343,City343,CA,34.330649,-82.11075
344,City344,PA,50.319581,-105.014375
345,City345,NC,61.193441,-116.843831
346,City346,NY,22.719865,-112.746773
347,City347,PA,67.718167,-127.047883
348,City348,FL,61.286025,-88.459005
349,City349,IL,38.99758,-70.280658
350,City350,FL,69.024843,-107.050949
351,City351,IL,24.243477,-129.577944
352,City352,PA,41.459406,-113.648549
353,City353,MI,20.118958,-92.197332
354,City354,GA,50.716423,-76.44827
355,City355,TX,59.273312,-129.562642
356,City356,TX,79.141255,-98.841815
357,City357,IL,34.163689,-82.266293
358,City358,NY,37.404276,-113.07915
359,City359,FL,52.442527,-101.458182
360,City360,GA,33.696941,-77.901444
361,City361,PA,58.955206,-108.513445
362,City362,GA,79.721745,-85.260816
363,City363,TX,79.026288,-104.979925
364,City364,TX,39.020592,-128.903671
365,City365,OH,37.949676,-105.913013
366,City366,CA,53.915563,-105.020358
367,City367,IL,57.255146,-126.435567
368,City368,CA,71.097546,-103.171739
369,City369,CA,28.26454,-102.857574
370,City370,OH,72.759289,-74.948325
371,City371,NC,38.707726,-90.791804
372,City372,NC,47.66422,-120.456641
373,City373,MI,31.688791,-115.005617
374,City374,MI,24.547982,-101.99437
375,City375,PA,71.96054,-110.665856
376,City376,FL,71.448415,-113.408671
377,City377,GA,42.906628,-122.899779
378,City378,MI,63.495018,-124.906715
379,City379,MI,39.756422,-116.276303
380,City380,NY,25.688301,-114.367441
381,City381,NY,48.081438,-125.462608
382,City382,CA,69.601679,-121.927325
383,City383,MI,67.887091,-124.809512
384,City384,NC,67.901199,-113.237476
385,City385,PA,22.063155,-96.932467
386,City386,MI,41.762317,-122.340769
387,City387,PA,27.363513,-101.589888
388,City388,TX,74.877875,-71.289533
389,City389,PA,79.780482,-86.115053
390,City390,CA,42.301312,-119.77364
391,City391,TX,73.219956,-71.753559
392,City392,MI,47.549534,-117.204951
393,City393,CA,65.874775,-94.272916
394,City394,NY,35.988479,-89.271863
395,City395,MI,25.002501,-119.787934
396,City396,NC,55.031587,-79.928123
397,City397,CA,35.934651,-104.495242
398,City398,NY,39.021059,-108.300342
399,City399,GA,79.949074,-75.475439
400,City400,FL,79.554336,-125.391961
401,City401,IL,69.830885,-108.981461
402,City402,IL,55.983162,-107.13436
403,City403,NC,35.10912,-73.216363
404,City404,CA,69.860659,-96.766587
405,City405,GA,60.181072,-81.302356
406,City406,OH,21.321171,-117.151781
407,City407,CA,73.79541,-86.766346
408,City408,OH,30.799858,-125.256588
409,City409,CA,37.51716,-74.433308
410,City410,MI,76.141095,-99.750689
411,City411,IL,62.313127,-91.67836
412,City412,OH,43.482951,-126.863978
413,City413,NY,47.038166,-96.934942
414,City414,GA,23.990569,-84.694874
415,City415,FL,69.056427,-111.954121
416,City416,PA,72.933777,-78.905609
417,City417,GA,36.000608,-84.570143
418,City418,OH,31.422045,-91.775415
419,City419,NY,65.78544,-101.177784
420,City420,NC,37.883808,-99.161714
421,City421,MI,63.312098,-113.452607
422,City422,PA,47.965168,-82.060232
423,City423,GA,33.456491,-108.17056
424,City424,GA,37.437947,-108.40049
425,City425,CA,55.558249,-109.208912
426,City426,PA,46.938463,-88.664523
427,City427,NC,41.138971,-73.585807
428,City428,GA,65.017994,-79.052123
429,City429,NY,63.621942,-76.713905
430,City430,FL,46.042583,-80.724712
431,City431,NC,37.188547,-127.324917
432,City432,TX,75.692444,-120.696944
433,City433,PA,38.64713,-74.873859
434,City434,IL,41.968159,-72.598217
435,City435,NC,43.486753,-102.861301
436,City436,GA,31.00313,-106.577092
437,City437,GA,63.686019,-73.385579
438,City438,NY,28.270074,-98.401254
439,City439,PA,36.902263,-124.0499
440,City440,CA,20.901001,-112.74081
441,City441,MI,23.755558,-118.832341
442,City442,IL,41.367793,-122.008451
443,City443,GA,74.231688,-94.372952
444,City444,OH,73.636982,-128.714797
445,City445,MI,37.361976,-115.542413
446,City446,PA,34.476558,-90.250457
447,City447,PA,45.403545,-128.251865
448,City448,NC,68.606626,-99.867912
449,City449,MI,73.016485,-95.961273
450,City450,PA,32.341887,-71.815097
451,City451,IL,78.99487,-81.576631
452,City452,MI,64.471569,-129.248756
453,City453,NY,43.211886,-74.376649
454,City454,OH,56.906765,-79.562794
455,City455,PA,33.556593,-79.603265
456,City456,FL,29.023242,-111.238883
457,City457,IL,36.971365,-112.206287
458,City458,MI,28.919259,-117.83514
459,City459,TX,25.806496,-89.065347
460,City460,IL,20.802794,-72.472824
461,City461,GA,64.751272,-90.619863
462,City462,NC,36.012213,-114.900736
463,City463,FL,29.298981,-116.102831
464,City464,OH,44.743646,-88.742984
465,City465,NC,58.654087,-118.691691
466,City466,NC,63.407954,-110.037486
467,City467,GA,48.08904,-106.965318
468,City468,GA,39.363829,-85.357158
469,City469,NY,59.728698,-114.43486
470,City470,GA,30.920533,-115.581879
471,City471,GA,43.215908,-116.253915
472,City472,GA,53.188099,-115.237562
473,City473,NC,64.349049,-118.246677
474,City474,IL,72.087239,-82.326784
475,City475,NC,35.510927,-122.990183
476,City476,PA,49.485246,-94.733311
477,City477,GA,36.574824,-116.121562
478,City478,NY,58.656053,-114.991534
479,City479,NY,79.800151,-101.783235
480,City480,PA,61.585484,-88.260045
481,City481,TX,60.647222,-77.418275
482,City482,OH,22.479366,-107.991969
483,City483,GA,33.704427,-86.030399
484,City484,NC,39.137155,-97.117183
485,City485,NY,25.770516,-76.258472
486,City486,IL,66.814747,-129.07426
487,City487,MI,26.116095,-82.376076
488,City488,NC,76.952288,-118.2033
489,City489,GA,39.854825,-125.051699
490,City490,GA,66.147881,-87.88415
491,City491,IL,54.011665,-99.5494
492,City492,GA,57.652285,-95.45826
493,City493,GA,53.280752,-86.344101
494,City494,PA,47.967785,-116.689225
495,City495,IL,58.857268,-70.450422
496,City496,NC,76.747348,-114.811795
497,City497,GA,45.268597,-121.059177
498,City498,GA,54.072595,-121.248424
499,City499,OH,31.019597,-76.727012
500,City500,TX,25.682266,-80.679326
501,City501,FL,49.806416,-102.500671
502,City502,IL,66.189096,-75.238828
503,City503,IL,57.964992,-114.352941
504,City504,FL,72.986042,-78.380764
505,City505,GA,79.324009,-98.697878
506,City506,CA,75.475207,-104.043153
507,City507,PA,73.404283,-125.67445
508,City508,FL,22.778191,-81.400813
509,City509,IL,32.995109,-127.84389
510,City510,TX,27.534975,-99.502513
511,City511,NY,51.22387,-90.122477
512,City512,FL,41.63798,-98.254818
513,City513,NY,69.86754,-74.76475
514,City514,TX,79.254041,-71.121987
515,City515,GA,24.139488,-98.83016
516,City516,IL,69.174657,-103.835817
517,City517,MI,25.085195,-71.150787
518,City518,OH,27.355317,-76.465601
519,City519,IL,44.419778,-74.072513
520,City520,MI,62.838876,-75.768927
521,City521,FL,77.485256,-106.487368
522,City522,FL,35.607564,-103.433451
523,City523,TX,55.490834,-126.242571
524,City524,NY,47.574904,-111.703782
525,City525,FL,49.802809,-87.641427
526,City526,MI,79.708115,-78.906988
527,City527,NY,73.440121,-91.233754
528,City528,NC,45.834785,-105.443714
529,City529,PA,54.583185,-88.357584
530,City530,PA,68.803185,-108.519579
531,City531,OH,75.663707,-75.935623
532,City532,FL,25.019425,-110.333221
533,City533,TX,48.299608,-109.431322
534,City534,IL,64.342895,-127.850889
535,City535,TX,36.412945,-100.375907
536,City536,MI,20.751945,-95.17187
537,City537,NY,72.737118,-114.062633
538,City538,CA,62.101844,-101.918537
539,City539,PA,38.479027,-104.221118
540,City540,IL,76.338509,-90.049774
541,City541,TX,23.608308,-101.971438
542,City542,NY,32.780083,-107.719479
543,City543,PA,36.553974,-120.590767
544,City544,FL,44.78802,-97.671473
545,City545,NY,46.373492,-73.763243
546,City546,OH,62.340176,-75.504593
547,City547,MI,30.862819,-91.931247
548,City548,PA,32.847053,-86.067499
549,City549,FL,25.645951,-100.137307
550,City550,TX,68.392133,-110.416658
551,City551,FL,59.482922,-105.686015
552,City552,IL,34.35837,-88.750153
553,City553,PA,51.627592,-77.499338
554,City554,IL,56.731439,-126.552251
555,City555,PA,76.095741,-96.881629
556,City556,IL,31.245916,-110.889565
557,City557,IL,55.954694,-104.517321
558,City558,NC,21.083059,-83.565902
559,City559,CA,25.334199,-78.241676
560,City560,PA,20.460623,-99.231005
561,City561,MI,57.241837,-75.652709
562,City562,CA,67.776294,-116.167457
563,City563,TX,40.898042,-86.908979
564,City564,GA,27.90859,-77.547658
565,City565,IL,34.180082,-129.605042
566,City566,OH,48.011012,-107.80184
567,City567,FL,32.421625,-76.426289
568,City568,NC,75.772574,-126.2413
569,City569,TX,78.453206,-103.292088
570,City570,PA,44.069242,-89.601481
571,City571,GA,63.720573,-92.398061
572,City572,FL,62.77704,-98.376743
573,City573,FL,66.464305,-77.181374
574,City574,NY,75.358421,-82.302259
575,City575,IL,27.414517,-129.591786
576,City576,NY,26.677951,-107.35847
577,City577,FL,57.535577,-79.31189
578,City578,PA,28.093162,-77.344438
579,City579,OH,36.547543,-81.241289
580,City580,PA,39.305092,-78.458742
581,City581,TX,46.610877,-121.305763
582,City582,IL,31.765731,-95.432507
583,City583,PA,36.860744,-70.264545
584,City584,IL,76.238098,-124.754387
585,City585,GA,42.897408,-117.946023
586,City586,GA,65.824645,-128.711169
587,City587,FL,79.677556,-81.474136
588,City588,NY,42.145138,-113.608592
589,City589,TX,36.051999,-78.983717
590,City590,TX,37.127191,-71.405135
591,City591,PA,67.767333,-119.24633
592,City592,PA,33.360109,-96.968816
593,City593,IL,33.76595,-120.595452
594,City594,CA,68.713322,-115.534131
595,City595,NC,54.068675,-114.306086
596,City596,CA,42.674622,-90.153838
597,City597,CA,20.979647,-111.261084
598,City598,PA,34.241286,-78.92722
599,City599,FL,61.600981,-114.653328
600,City600,FL,63.596497,-94.634793
601,City601,IL,65.686685,-90.716358
602,City602,PA,24.994227,-87.389124
603,City603,NC,29.229502,-96.376745
604,City604,TX,50.488053,-103.882849
605,City605,TX,26.647148,-105.366393
606,City606,FL,40.837671,-111.728675
607,City607,PA,72.23958,-88.95107
608,City608,MI,76.69998,-119.827402
609,City609,PA,26.529205,-125.383599
610,City610,IL,79.688244,-122.876455
611,City611,MI,34.332392,-85.768236
612,City612,PA,55.801497,-102.005894
613,City613,MI,61.62162,-85.189251
614,City614,NC,67.645903,-104.10179
615,City615,CA,45.014558,-98.12094
616,City616,MI,40.963039,-112.432511
617,City617,GA,69.365713,-127.504238
618,City618,IL,37.671132,-104.905283
619,City619,NC,51.471738,-84.81032
620,City620,PA,31.23492,-99.028801
621,City621,NC,76.791242,-104.846532
622,City622,PA,52.717339,-125.825389
623,City623,FL,54.765077,-125.632448
624,City624,GA,78.466306,-122.107542
625,City625,MI,22.213545,-122.683661
626,City626,NY,65.734544,-114.876607
627,City627,CA,75.587899,-121.406643
628,City628,CA,27.297958,-81.298886
629,City629,FL,29.660947,-73.482691
630,City630,OH,65.134295,-104.811473
631,City631,NC,29.356589,-107.400158
632,City632,NC,53.963219,-111.614117
633,City633,GA,43.875021,-129.734191
634,City634,PA,34.599525,-111.701904
635,City635,IL,48.642046,-72.289396
636,City636,NY,20.84672,-95.95952
637,City637,NC,74.688524,-110.558702
638,City638,PA,68.283992,-96.892585
639,City639,NY,38.863783,-127.957693
640,City640,NC,36.710438,-128.916786
641,City641,OH,47.343494,-116.106081
642,City642,OH,28.60276,-96.491521
643,City643,IL,67.091699,-120.663473
644,City644,GA,47.186728,-85.759461
645,City645,OH,48.055545,-108.166286
646,City646,IL,42.024434,-125.689038
647,City647,PA,28.358314,-76.588037
648,City648,FL,67.95284,-120.260438
649,City649,FL,73.760284,-95.813129
650,City650,IL,69.192923,-102.844322
651,City651,OH,27.645011,-78.597851
652,City652,OH,66.907166,-78.561872
653,City653,OH,37.232611,-76.35444
654,City654,MI,29.345252,-92.107224
655,City655,IL,65.844744,-117.821559
656,City656,NY,36.188665,-98.191435
657,City657,MI,26.289128,-114.970629
658,City658,FL,43.019633,-106.110213
659,City659,TX,58.055014,-125.754105
660,City660,CA,50.391095,-84.830907
661,City661,MI,23.160055,-113.342576
662,City662,GA,43.127344,-129.282859
663,City663,GA,69.545416,-113.568866
664,City664,OH,54.549886,-97.373584
665,City665,NY,59.216953,-94.792649
666,City666,PA,53.248449,-117.717193
667,City667,MI,23.828358,-71.416578
668,City668,CA,22.22014,-84.751884
669,City669,NC,50.020051,-84.148152
670,City670,IL,32.985116,-99.469168
671,City671,NY,27.881102,-87.958398
672,City672,GA,61.498977,-116.28828
673,City673,GA,76.011222,-77.774156
674,City674,OH,24.524197,-73.426188
675,City675,OH,63.123895,-125.073257
676,City676,TX,52.313137,-96.142009
677,City677,NY,60.81843,-75.876915
678,City678,PA,65.687547,-79.181153
679,City679,IL,61.342084,-100.097285
680,City680,FL,28.464959,-128.164268
681,City681,TX,70.214021,-126.555486
682,City682,CA,71.663096,-105.644569
683,City683,NC,40.360447,-117.287618
684,City684,TX,43.945134,-108.589126
685,City685,NC,21.134479,-100.22334
686,City686,IL,20.420309,-73.335862
687,City687,MI,78.602457,-105.027246
688,City688,TX,67.022028,-73.580049
689,City689,CA,49.738739,-84.727956
690,City690,PA,75.918747,-70.534255
691,City691,TX,49.532105,-124.528159
692,City692,MI,52.374501,-114.321829
693,City693,NY,37.420407,-127.340675
694,City694,PA,53.966453,-101.198152
695,City695,TX,30.316358,-128.851089
696,City696,NY,78.1275,-90.445319
697,City697,FL,44.392486,-105.72556
698,City698,CA,48.634047,-127.475288
699,City699,IL,49.489202,-82.108138
700,City700,GA,30.114712,-81.3959
701,City701,PA,35.911269,-109.315559
702,City702,FL,37.086529,-85.759759
703,City703,MI,25.416927,-115.376947
704,City704,NY,51.645298,-77.469352
705,City705,NC,64.537952,-72.382098
706,City706,OH,22.186023,-110.535436
707,City707,PA,59.663336,-112.401325
708,City708,NY,39.016205,-106.425545
709,City709,OH,58.896688,-111.853649
710,City710,MI,53.351278,-87.516739
711,City711,OH,28.129654,-112.579832
712,City712,PA,28.588399,-125.443655
713,City713,FL,46.691452,-79.721023
714,City714,CA,45.9745,-103.027021
715,City715,CA,63.816643,-118.316998
716,City716,OH,58.493882,-71.882035
717,City717,OH,59.866239,-105.639638
718,City718,OH,73.334807,-87.78523
719,City719,TX,73.412007,-76.32109
720,City720,GA,21.143174,-117.223164
721,City721,MI,25.794198,-85.177125
722,City722,CA,71.091584,-93.657128
723,City723,FL,32.938624,-78.406614
724,City724,TX,37.827295,-87.680936
725,City725,PA,78.708646,-107.012905
726,City726,FL,74.076797,-116.952056
727,City727,OH,33.840671,-112.190091
728,City728,MI,29.49064,-77.535742
729,City729,TX,41.888807,-93.212359
730,City730,PA,29.920072,-126.850723
731,City731,NY,27.142871,-89.98386
732,City732,OH,78.061633,-100.468983
733,City733,NC,25.633149,-120.175132
734,City734,CA,49.629142,-90.573564
